building_id,building_type,building_class,corner1_lat,corner1_lon,corner2_lat,corner2_lon,corner3_lat,corner3_lon,corner4_lat,corner4_lon,building_levels,building_material,building_height,building_use
806044951,yes,Single,41.922828,-88.746987,41.922828,-88.746834,41.92294,-88.746834,41.92294,-88.746987,,,,
806044952,yes,Single,41.9206628,-88.7311046,41.9206628,-88.730864,41.9210027,-88.730864,41.9210027,-88.7311046,,,,
806044953,yes,Single,41.921948,-88.741049,41.921948,-88.740901,41.92203,-88.740901,41.92203,-88.741049,,,,
806044954,yes,Single,41.923533,-88.728312,41.923533,-88.727696,41.923874,-88.727696,41.923874,-88.728312,,,,
806044955,yes,Single,41.927256,-88.734747,41.927256,-88.734626,41.92735,-88.734626,41.92735,-88.734747,,,,
806044956,yes,Single,41.923758,-88.741349,41.923758,-88.741242,41.923832,-88.741242,41.923832,-88.741349,,,,
806044957,yes,Single,41.924834,-88.739024,41.924834,-88.738836,41.924915,-88.738836,41.924915,-88.739024,,,,
806044958,yes,Single,41.926129,-88.739683,41.926129,-88.739481,41.926316,-88.739481,41.926316,-88.739683,,,,
806044959,yes,Single,41.926072,-88.736316,41.926072,-88.736073,41.926213,-88.736073,41.926213,-88.736316,,,,
806044960,yes,Single,41.926329,-88.7350384,41.926329,-88.7347444,41.926577,-88.7347444,41.926577,-88.7350384,,,,
806044961,yes,Single,41.925782,-88.739794,41.925782,-88.739633,41.925874,-88.739633,41.925874,-88.739794,,,,
806044963,yes,Single,41.923873,-88.736613,41.923873,-88.73617,41.924055,-88.73617,41.924055,-88.736613,,,,
806044964,yes,Single,41.921355,-88.732187,41.921355,-88.731693,41.921553,-88.731693,41.921553,-88.732187,,,,
806044965,yes,Single,41.924978,-88.737774,41.924978,-88.73747,41.925177,-88.73747,41.925177,-88.737774,,,,
806044966,yes,Single,41.923934,-88.739566,41.923934,-88.739423,41.924019,-88.739423,41.924019,-88.739566,,,,
806044967,yes,Single,41.925183,-88.735166,41.925183,-88.734984,41.925347,-88.734984,41.925347,-88.735166,,,,
806044968,yes,Single,41.922872,-88.740255,41.922872,-88.740145,41.92297,-88.740145,41.92297,-88.740255,,,,
806044969,yes,Single,41.924728,-88.734014,41.924728,-88.733825,41.924906,-88.733825,41.924906,-88.734014,,,,
806044970,yes,Single,41.926707,-88.730712,41.926707,-88.730596,41.926801,-88.730596,41.926801,-88.730712,,,,
806044971,yes,Single,41.92537,-88.737425,41.92537,-88.737218,41.925492,-88.737218,41.925492,-88.737425,,,,
806044972,yes,Single,41.925083,-88.733692,41.925083,-88.733502,41.925207,-88.733502,41.925207,-88.733692,,,,
806044973,yes,Single,41.922257,-88.743326,41.922257,-88.743221,41.922357,-88.743221,41.922357,-88.743326,,,,
806044974,yes,Single,41.924677,-88.732514,41.924677,-88.732341,41.924851,-88.732341,41.924851,-88.732514,,,,
806044976,yes,Single,41.925322,-88.735553,41.925322,-88.735379,41.925509,-88.735379,41.925509,-88.735553,,,,
806044977,yes,Single,41.925228,-88.730802,41.925228,-88.730573,41.925361,-88.730573,41.925361,-88.730802,,,,
806044978,yes,Single,41.921167,-88.753154,41.921167,-88.753041,41.921277,-88.753041,41.921277,-88.753154,,,,
806044979,yes,Single,41.924283,-88.743694,41.924283,-88.743597,41.924357,-88.743597,41.924357,-88.743694,,,,
806044980,yes,Single,41.921942,-88.743669,41.921942,-88.743519,41.922084,-88.743519,41.922084,-88.743669,,,,
806044981,yes,Single,41.915815,-88.753873,41.915815,-88.753714,41.915903,-88.753714,41.915903,-88.753873,,,,
806044982,yes,Single,41.922692,-88.742202,41.922692,-88.742095,41.922764,-88.742095,41.922764,-88.742202,,,,
806044983,yes,Single,41.925019,-88.739075,41.925019,-88.738882,41.925103,-88.738882,41.925103,-88.739075,,,,
806044984,yes,Single,41.92195,-88.742495,41.92195,-88.742344,41.92207,-88.742344,41.92207,-88.742495,,,,
806044985,yes,Single,41.920267,-88.7544546,41.920267,-88.7543096,41.920361,-88.7543096,41.920361,-88.7544546,,,,
806044986,yes,Single,41.925456,-88.74025,41.925456,-88.740054,41.925542,-88.740054,41.925542,-88.74025,,,,
806044987,yes,Single,41.9205365,-88.7544736,41.9205365,-88.7543606,41.9206205,-88.7543606,41.9206205,-88.7544736,,,,
806044988,yes,Single,41.927097,-88.734115,41.927097,-88.734,41.927222,-88.734,41.927222,-88.734115,,,,
806044989,yes,Single,41.926546,-88.732565,41.926546,-88.732438,41.926653,-88.732438,41.926653,-88.732565,,,,
806044990,yes,Single,41.923095,-88.740681,41.923095,-88.740579,41.923189,-88.740579,41.923189,-88.740681,,,,
806044992,yes,Single,41.922784,-88.74139,41.922784,-88.741277,41.922888,-88.741277,41.922888,-88.74139,,,,
806044993,yes,Single,41.9233838,-88.73531,41.9233838,-88.7342873,41.9237174,-88.7342873,41.9237174,-88.73531,,,,
806044994,yes,Single,41.92015,-88.754967,41.92015,-88.754819,41.920239,-88.754819,41.920239,-88.754967,,,,
806044995,yes,Single,41.924848,-88.740083,41.924848,-88.739979,41.924917,-88.739979,41.924917,-88.740083,,,,
806044996,yes,Single,41.923443,-88.742229,41.923443,-88.742124,41.92353,-88.742124,41.92353,-88.742229,,,,
806044997,yes,Single,41.92195,-88.742674,41.92195,-88.742554,41.922026,-88.742554,41.922026,-88.742674,,,,
806044998,yes,Single,41.9266014,-88.7351327,41.9266014,-88.734642,41.926782,-88.734642,41.926782,-88.7351327,,,,
806044999,yes,Single,41.924053,-88.739053,41.924053,-88.738962,41.924187,-88.738962,41.924187,-88.739053,,,,
806045000,yes,Single,41.921579,-88.755104,41.921579,-88.754988,41.92172,-88.754988,41.92172,-88.755104,,,,
806045001,yes,Single,41.92303,-88.747367,41.92303,-88.747188,41.923222,-88.747188,41.923222,-88.747367,,,,
806045002,yes,Single,41.925879,-88.730577,41.925879,-88.730427,41.926035,-88.730427,41.926035,-88.730577,,,,
806045003,yes,Single,41.925965,-88.739904,41.925965,-88.739712,41.926083,-88.739712,41.926083,-88.739904,,,,
806045004,yes,Single,41.925828,-88.739976,41.925828,-88.739852,41.925892,-88.739852,41.925892,-88.739976,,,,
806045005,yes,Single,41.924235,-88.739845,41.924235,-88.7397,41.924303,-88.7397,41.924303,-88.739845,,,,
806045006,yes,Single,41.926155,-88.733707,41.926155,-88.733486,41.926318,-88.733486,41.926318,-88.733707,,,,
806045007,yes,Single,41.926231,-88.739845,41.926231,-88.739731,41.926328,-88.739731,41.926328,-88.739845,,,,
806045008,yes,Single,41.922895,-88.746805,41.922895,-88.746491,41.923055,-88.746491,41.923055,-88.746805,,,,
806045009,yes,Single,41.925528,-88.731159,41.925528,-88.731008,41.925659,-88.731008,41.925659,-88.731159,,,,
806045010,yes,Single,41.925589,-88.739019,41.925589,-88.738843,41.925746,-88.738843,41.925746,-88.739019,,,,
806045011,yes,Single,41.925769,-88.731236,41.925769,-88.731122,41.925844,-88.731122,41.925844,-88.731236,,,,
806045013,yes,Single,41.922649,-88.740662,41.922649,-88.740573,41.922728,-88.740573,41.922728,-88.740662,,,,
806045014,yes,Single,41.926214,-88.73194,41.926214,-88.731788,41.926385,-88.731788,41.926385,-88.73194,,,,
806045015,yes,Single,41.922302,-88.746062,41.922302,-88.745367,41.922999,-88.745367,41.922999,-88.746062,,,,
806045016,yes,Single,41.925343,-88.732247,41.925343,-88.732099,41.925494,-88.732099,41.925494,-88.732247,,,,
806045017,yes,Single,41.920497,-88.754999,41.920497,-88.754827,41.920589,-88.754827,41.920589,-88.754999,,,,
806045018,yes,Single,41.923893,-88.742795,41.923893,-88.7427,41.924002,-88.7427,41.924002,-88.742795,,,,
806045019,yes,Single,41.924197,-88.732161,41.924197,-88.731988,41.924308,-88.731988,41.924308,-88.732161,,,,
806045020,yes,Single,41.9206408,-88.7544401,41.9206408,-88.7543489,41.9206942,-88.7543489,41.9206942,-88.7544401,,,,
806045021,yes,Single,41.924762,-88.729752,41.924762,-88.729264,41.924918,-88.729264,41.924918,-88.729752,,,,
806045022,yes,Single,41.922315,-88.74246,41.922315,-88.74236,41.922377,-88.74236,41.922377,-88.74246,,,,
806045023,yes,Single,41.923379,-88.740689,41.923379,-88.740593,41.923461,-88.740593,41.923461,-88.740689,,,,
806045024,yes,Single,41.9221761,-88.7291491,41.9221761,-88.7287865,41.9224817,-88.7287865,41.9224817,-88.7291491,,,,
806045025,yes,Single,41.923059,-88.741368,41.923059,-88.741234,41.923159,-88.741234,41.923159,-88.741368,,,,
806045026,yes,Single,41.922147,-88.741387,41.922147,-88.741274,41.922215,-88.741274,41.922215,-88.741387,,,,
806045027,yes,Single,41.924372,-88.731139,41.924372,-88.731013,41.924518,-88.731013,41.924518,-88.731139,,,,
806045028,yes,Single,41.9268685,-88.7322947,41.9268685,-88.7321393,41.9269675,-88.7321393,41.9269675,-88.7322947,,,,
806045029,yes,Single,41.924904,-88.743379,41.924904,-88.743191,41.924995,-88.743191,41.924995,-88.743379,,,,
806045030,yes,Single,41.925103,-88.734252,41.925103,-88.734107,41.92524,-88.734107,41.92524,-88.734252,,,,
806045031,yes,Single,41.922054,-88.742253,41.922054,-88.742183,41.922127,-88.742183,41.922127,-88.742253,,,,
806045032,yes,Single,41.92289,-88.728573,41.92289,-88.728241,41.923001,-88.728241,41.923001,-88.728573,,,,
806045033,yes,Single,41.924205,-88.740247,41.924205,-88.740118,41.924295,-88.740118,41.924295,-88.740247,,,,
806045034,yes,Single,41.92361,-88.741921,41.92361,-88.741736,41.923684,-88.741736,41.923684,-88.741921,,,,
806045035,yes,Single,41.924578,-88.73146,41.924578,-88.731328,41.924694,-88.731328,41.924694,-88.73146,,,,
806045036,yes,Single,41.925021,-88.739563,41.925021,-88.739407,41.925107,-88.739407,41.925107,-88.739563,,,,
806045037,yes,Single,41.921952,-88.742232,41.921952,-88.7421,41.92203,-88.7421,41.92203,-88.742232,,,,
806045038,yes,Single,41.926797,-88.731734,41.926797,-88.731576,41.926896,-88.731576,41.926896,-88.731734,,,,
806045039,yes,Single,41.923117,-88.743659,41.923117,-88.743557,41.923185,-88.743557,41.923185,-88.743659,,,,
806045040,yes,Single,41.926524,-88.7353062,41.926524,-88.7351522,41.92667,-88.7351522,41.92667,-88.7353062,,,,
806045041,yes,Single,41.92275,-88.742782,41.92275,-88.742618,41.922844,-88.742618,41.922844,-88.742782,,,,
806045042,yes,Single,41.923512,-88.740807,41.923512,-88.740596,41.923604,-88.740596,41.923604,-88.740807,,,,
806045043,yes,Single,41.916699,-88.754302,41.916699,-88.754176,41.916771,-88.754176,41.916771,-88.754302,,,,
806045044,yes,Single,41.926501,-88.732442,41.926501,-88.732271,41.926621,-88.732271,41.926621,-88.732442,,,,
806045045,yes,Single,41.92637,-88.740564,41.92637,-88.740383,41.926534,-88.740383,41.926534,-88.740564,,,,
806045046,yes,Single,41.9232937,-88.7304475,41.9232937,-88.7302969,41.9234163,-88.7302969,41.9234163,-88.7304475,,,,
806045047,yes,Single,41.926258,-88.740319,41.926258,-88.740125,41.926457,-88.740125,41.926457,-88.740319,,,,
806045048,yes,Single,41.925079,-88.74025,41.925079,-88.740113,41.925155,-88.740113,41.925155,-88.74025,,,,
806045049,yes,Single,41.923744,-88.742816,41.923744,-88.742642,41.92383,-88.742642,41.92383,-88.742816,,,,
806045050,yes,Single,41.916326,-88.753843,41.916326,-88.753749,41.916407,-88.753749,41.916407,-88.753843,,,,
806045051,yes,Single,41.92631,-88.731027,41.92631,-88.730889,41.926408,-88.730889,41.926408,-88.731027,,,,
806045052,yes,Single,41.925188,-88.737963,41.925188,-88.737731,41.925417,-88.737731,41.925417,-88.737963,,,,
806045053,yes,Single,41.924354,-88.73265,41.924354,-88.732466,41.924501,-88.732466,41.924501,-88.73265,,,,
806047153,yes,Single,41.92357,-88.754496,41.92357,-88.754247,41.923704,-88.754247,41.923704,-88.754496,,,,
806047154,yes,Single,41.927185,-88.747016,41.927185,-88.746884,41.927289,-88.746884,41.927289,-88.747016,,,,
806047155,yes,Single,41.926914,-88.750813,41.926914,-88.750683,41.927031,-88.750683,41.927031,-88.750813,,,,
806047156,yes,Single,41.9278494,-88.7438206,41.9278494,-88.7435266,41.9280956,-88.7435266,41.9280956,-88.7438206,,,,
806047157,yes,Single,41.928219,-88.745329,41.928219,-88.745172,41.928348,-88.745172,41.928348,-88.745329,,,,
806047158,yes,Single,41.928439,-88.755075,41.928439,-88.754907,41.92856,-88.754907,41.92856,-88.755075,,,,
806047159,yes,Single,41.92552,-88.741701,41.92552,-88.741498,41.925714,-88.741498,41.925714,-88.741701,,,,
806047160,yes,Single,41.925703,-88.744019,41.925703,-88.743736,41.925856,-88.743736,41.925856,-88.744019,,,,
806047161,yes,Single,41.926708,-88.741604,41.926708,-88.741394,41.926847,-88.741394,41.926847,-88.741604,,,,
806047162,yes,Single,41.923996,-88.74957,41.923996,-88.74942,41.924149,-88.74942,41.924149,-88.74957,,,,
806047163,yes,Single,41.930264,-88.741869,41.930264,-88.74179,41.930324,-88.74179,41.930324,-88.741869,,,,
806047164,yes,Single,41.926316,-88.742755,41.926316,-88.742607,41.926408,-88.742607,41.926408,-88.742755,,,,
806047165,yes,Single,41.923082,-88.753253,41.923082,-88.753083,41.923189,-88.753083,41.923189,-88.753253,,,,
806047166,yes,Single,41.922958,-88.748194,41.922958,-88.748127,41.923012,-88.748127,41.923012,-88.748194,,,,
806047167,yes,Single,41.925597,-88.751272,41.925597,-88.751171,41.92567,-88.751171,41.92567,-88.751272,,,,
806047168,yes,Single,41.9255,-88.749345,41.9255,-88.749183,41.925636,-88.749183,41.925636,-88.749345,,,,
806047169,yes,Single,41.9235938,-88.745091,41.9235938,-88.744928,41.9236992,-88.744928,41.9236992,-88.745091,,,,
806047170,yes,Single,41.920429,-88.716318,41.920429,-88.71621,41.920507,-88.71621,41.920507,-88.716318,,,,
806047171,yes,Single,41.925414,-88.753593,41.925414,-88.753381,41.925558,-88.753381,41.925558,-88.753593,,,,
806047172,yes,Single,41.923299,-88.748155,41.923299,-88.748056,41.92337,-88.748056,41.92337,-88.748155,,,,
806047173,yes,Single,41.926585,-88.749331,41.926585,-88.749224,41.926664,-88.749224,41.926664,-88.749331,,,,
806047174,yes,Single,41.925935,-88.74295,41.925935,-88.742739,41.926091,-88.742739,41.926091,-88.74295,,,,
806047175,yes,Single,41.923997,-88.75254,41.923997,-88.752447,41.92406,-88.752447,41.92406,-88.75254,,,,
806047176,yes,Single,41.924228,-88.753888,41.924228,-88.75376,41.92432,-88.75376,41.92432,-88.753888,,,,
806047177,yes,Single,41.926704,-88.74349,41.926704,-88.743134,41.926886,-88.743134,41.926886,-88.74349,,,,
806047178,yes,Single,41.928565,-88.752433,41.928565,-88.752229,41.928691,-88.752229,41.928691,-88.752433,,,,
806047179,yes,Single,41.92744,-88.74512,41.92744,-88.744944,41.92756,-88.744944,41.92756,-88.74512,,,,
806047180,yes,Single,41.923949,-88.748057,41.923949,-88.747839,41.924082,-88.747839,41.924082,-88.748057,,,,
806047181,yes,Single,41.9256809,-88.7518044,41.9256809,-88.7515987,41.925811,-88.7515987,41.925811,-88.7518044,,,,
806047182,yes,Single,41.908387,-88.752313,41.908387,-88.752152,41.908533,-88.752152,41.908533,-88.752313,,,,
806047183,yes,Single,41.923914,-88.746528,41.923914,-88.746357,41.92402,-88.746357,41.92402,-88.746528,,,,
806047184,yes,Single,41.924051,-88.752728,41.924051,-88.752526,41.924187,-88.752526,41.924187,-88.752728,,,,
806047185,yes,Single,41.9261187,-88.7382258,41.9261187,-88.7378238,41.9263967,-88.7378238,41.9263967,-88.7382258,,,,
806047186,yes,Single,41.925004,-88.745835,41.925004,-88.745621,41.925165,-88.745621,41.925165,-88.745835,,,,
806047187,yes,Single,41.922558,-88.7517,41.922558,-88.751557,41.922657,-88.751557,41.922657,-88.7517,,,,
806047188,yes,Single,41.926593,-88.750441,41.926593,-88.750164,41.92677,-88.750164,41.92677,-88.750441,,,,
806047189,yes,Single,41.926914,-88.7489,41.926914,-88.748732,41.927056,-88.748732,41.927056,-88.7489,,,,
806047190,yes,Single,41.92625,-88.750588,41.92625,-88.750331,41.926385,-88.750331,41.926385,-88.750588,,,,
806047191,yes,Single,41.930088,-88.743517,41.930088,-88.743374,41.93019,-88.743374,41.93019,-88.743517,,,,
806047192,yes,Single,41.925962,-88.744405,41.925962,-88.744221,41.926101,-88.744221,41.926101,-88.744405,,,,
806047193,yes,Single,41.926578,-88.751277,41.926578,-88.751008,41.926787,-88.751008,41.926787,-88.751277,,,,
806047195,yes,Single,41.907936,-88.753103,41.907936,-88.752977,41.908162,-88.752977,41.908162,-88.753103,,,,
806047196,yes,Single,41.926887,-88.750101,41.926887,-88.749921,41.92706,-88.749921,41.92706,-88.750101,,,,
806047197,yes,Single,41.927734,-88.737269,41.927734,-88.737116,41.92791,-88.737116,41.92791,-88.737269,,,,
806047198,yes,Single,41.924864,-88.749711,41.924864,-88.749512,41.925004,-88.749512,41.925004,-88.749711,,,,
806047199,yes,Single,41.923069,-88.753803,41.923069,-88.753658,41.923145,-88.753658,41.923145,-88.753803,,,,
806047201,yes,Single,41.925472,-88.7435,41.925472,-88.743404,41.925606,-88.743404,41.925606,-88.7435,,,,
806047202,yes,Single,41.927265,-88.7472629,41.927265,-88.7471021,41.927385,-88.7471021,41.927385,-88.7472629,,,,
806047203,yes,Single,41.924841,-88.752271,41.924841,-88.752108,41.924981,-88.752108,41.924981,-88.752271,,,,
806047204,yes,Single,41.924165,-88.752671,41.924165,-88.752437,41.924303,-88.752437,41.924303,-88.752671,,,,
806047205,yes,Single,41.923018,-88.754793,41.923018,-88.754626,41.923165,-88.754626,41.923165,-88.754793,,,,
806047206,yes,Single,41.925988,-88.741702,41.925988,-88.741542,41.926118,-88.741542,41.926118,-88.741702,,,,
806047207,yes,Single,41.9285116,-88.7446998,41.9285116,-88.7442783,41.9287672,-88.7442783,41.9287672,-88.7446998,,,,
806047208,yes,Single,41.923879,-88.751699,41.923879,-88.751527,41.924008,-88.751527,41.924008,-88.751699,,,,
806047209,yes,Single,41.925558,-88.754045,41.925558,-88.753855,41.925674,-88.753855,41.925674,-88.754045,,,,
806047210,yes,Single,41.922707,-88.750651,41.922707,-88.750467,41.922815,-88.750467,41.922815,-88.750651,,,,
806047211,yes,Single,41.927441,-88.737019,41.927441,-88.736724,41.92762,-88.736724,41.92762,-88.737019,,,,
806047212,yes,Single,41.926805,-88.747108,41.926805,-88.747028,41.926837,-88.747028,41.926837,-88.747108,,,,
806047213,yes,Single,41.925926,-88.754802,41.925926,-88.754538,41.926092,-88.754538,41.926092,-88.754802,,,,
806047214,yes,Single,41.927172,-88.744752,41.927172,-88.744485,41.927309,-88.744485,41.927309,-88.744752,,,,
806047215,yes,Single,41.925139,-88.752084,41.925139,-88.751824,41.925262,-88.751824,41.925262,-88.752084,,,,
806047216,yes,Single,41.922649,-88.74895,41.922649,-88.748827,41.922775,-88.748827,41.922775,-88.74895,,,,
806047217,yes,Single,41.924517,-88.748569,41.924517,-88.748447,41.924622,-88.748447,41.924622,-88.748569,,,,
806047218,yes,Single,41.923823,-88.753532,41.923823,-88.753304,41.923975,-88.753304,41.923975,-88.753532,,,,
806047219,yes,Single,41.921932,-88.719196,41.921932,-88.719042,41.922047,-88.719042,41.922047,-88.719196,,,,
806047220,yes,Single,41.924801,-88.748536,41.924801,-88.748373,41.924902,-88.748373,41.924902,-88.748536,,,,
806047221,yes,Single,41.924238,-88.750996,41.924238,-88.750881,41.924341,-88.750881,41.924341,-88.750996,,,,
806047222,yes,Single,41.93005,-88.740497,41.93005,-88.739852,41.930882,-88.739852,41.930882,-88.740497,,,,
806047223,yes,Single,41.928821,-88.752645,41.928821,-88.7525,41.928973,-88.7525,41.928973,-88.752645,,,,
806047224,yes,Single,41.927554,-88.744581,41.927554,-88.744402,41.927732,-88.744402,41.927732,-88.744581,,,,
806047225,yes,Single,41.924206,-88.747461,41.924206,-88.747366,41.92431,-88.747366,41.92431,-88.747461,,,,
806047226,yes,Single,41.925808,-88.752941,41.925808,-88.752802,41.925928,-88.752802,41.925928,-88.752941,,,,
806047227,yes,Single,41.923402,-88.746235,41.923402,-88.746043,41.92355,-88.746043,41.92355,-88.746235,,,,
806047228,yes,Single,41.923231,-88.744354,41.923231,-88.744134,41.923382,-88.744134,41.923382,-88.744354,,,,
806047229,yes,Single,41.923178,-88.754723,41.923178,-88.754592,41.923273,-88.754592,41.923273,-88.754723,,,,
806047230,yes,Single,41.930241,-88.738895,41.930241,-88.738815,41.930307,-88.738815,41.930307,-88.738895,,,,
806047231,yes,Single,41.924526,-88.747144,41.924526,-88.746945,41.924623,-88.746945,41.924623,-88.747144,,,,
806047232,yes,Single,41.923672,-88.753561,41.923672,-88.753391,41.923793,-88.753391,41.923793,-88.753561,,,,
806047233,yes,Single,41.926179,-88.748373,41.926179,-88.748215,41.926294,-88.748215,41.926294,-88.748373,,,,
806047234,yes,Single,41.925459,-88.753129,41.925459,-88.75298,41.9256,-88.75298,41.9256,-88.753129,,,,
806047235,yes,Single,41.925096,-88.748172,41.925096,-88.747868,41.925249,-88.747868,41.925249,-88.748172,,,,
806047236,yes,Single,41.922161,-88.753814,41.922161,-88.753661,41.922271,-88.753661,41.922271,-88.753814,,,,
806047237,yes,Single,41.926553,-88.742578,41.926553,-88.74243,41.926653,-88.74243,41.926653,-88.742578,,,,
806047238,yes,Single,41.9276346,-88.7551575,41.9276346,-88.7549854,41.9277483,-88.7549854,41.9277483,-88.7551575,,,,
806047239,yes,Single,41.926322,-88.749573,41.926322,-88.749363,41.926442,-88.749363,41.926442,-88.749573,,,,
806047240,yes,Single,41.924368,-88.744138,41.924368,-88.743977,41.92447,-88.743977,41.92447,-88.744138,,,,
806047241,yes,Single,41.930122,-88.73937,41.930122,-88.739236,41.930216,-88.739236,41.930216,-88.73937,,,,
806047242,yes,Single,41.925286,-88.747277,41.925286,-88.747067,41.925419,-88.747067,41.925419,-88.747277,,,,
806047243,yes,Single,41.923542,-88.748844,41.923542,-88.7487,41.923641,-88.7487,41.923641,-88.748844,,,,
806047244,yes,Single,41.92836,-88.754907,41.92836,-88.75473,41.928504,-88.75473,41.928504,-88.754907,,,,
806047245,yes,Single,41.9267971,-88.7480244,41.9267971,-88.7478976,41.9268849,-88.7478976,41.9268849,-88.7480244,,,,
806047246,yes,Single,41.92646,-88.750575,41.92646,-88.750275,41.926614,-88.750275,41.926614,-88.750575,,,,
806047247,yes,Single,41.908393,-88.750496,41.908393,-88.750327,41.908531,-88.750327,41.908531,-88.750496,,,,
806047248,yes,Single,41.9272667,-88.7474515,41.9272667,-88.7472815,41.9274093,-88.7472815,41.9274093,-88.7474515,,,,
806047249,yes,Single,41.926004,-88.752304,41.926004,-88.752099,41.926138,-88.752099,41.926138,-88.752304,,,,
806047250,yes,Single,41.923619,-88.746944,41.923619,-88.746796,41.923757,-88.746796,41.923757,-88.746944,,,,
806047251,yes,Single,41.924037,-88.752196,41.924037,-88.752035,41.924151,-88.752035,41.924151,-88.752196,,,,
806047252,yes,Single,41.926976,-88.751079,41.926976,-88.750879,41.927128,-88.750879,41.927128,-88.751079,,,,
806047253,yes,Single,41.92561,-88.754971,41.92561,-88.754592,41.925773,-88.754592,41.925773,-88.754971,,,,
806047254,yes,Single,41.923423,-88.748325,41.923423,-88.748164,41.923538,-88.748164,41.923538,-88.748325,,,,
806047255,yes,Single,41.9279028,-88.7441679,41.9279028,-88.7439075,41.9281707,-88.7439075,41.9281707,-88.7441679,,,,
806047256,yes,Single,41.925712,-88.752621,41.925712,-88.752316,41.925844,-88.752316,41.925844,-88.752621,,,,
806047257,yes,Single,41.926883,-88.746448,41.926883,-88.746338,41.926963,-88.746338,41.926963,-88.746448,,,,
806047258,yes,Single,41.925598,-88.747122,41.925598,-88.746927,41.925751,-88.746927,41.925751,-88.747122,,,,
806047259,yes,Single,41.92525,-88.753036,41.92525,-88.752928,41.925339,-88.752928,41.925339,-88.753036,,,,
806047260,yes,Single,41.923817,-88.746208,41.923817,-88.746026,41.923933,-88.746026,41.923933,-88.746208,,,,
806047261,yes,Single,41.925894,-88.745406,41.925894,-88.745248,41.926004,-88.745248,41.926004,-88.745406,,,,
806047262,yes,Single,41.923033,-88.753932,41.923033,-88.753846,41.923075,-88.753846,41.923075,-88.753932,,,,
806047263,yes,Single,41.925382,-88.746311,41.925382,-88.7461,41.925524,-88.7461,41.925524,-88.746311,,,,
806047264,yes,Single,41.925254,-88.750451,41.925254,-88.75022,41.925398,-88.75022,41.925398,-88.750451,,,,
806047266,yes,Single,41.925475,-88.741192,41.925475,-88.740975,41.925607,-88.740975,41.925607,-88.741192,,,,
806047267,yes,Single,41.908392,-88.750085,41.908392,-88.749924,41.908533,-88.749924,41.908533,-88.750085,,,,
806047268,yes,Single,41.925818,-88.744502,41.925818,-88.7443,41.925949,-88.7443,41.925949,-88.744502,,,,
806047269,yes,Single,41.927697,-88.751485,41.927697,-88.751164,41.927865,-88.751164,41.927865,-88.751485,,,,
806047270,yes,Single,41.907643,-88.750463,41.907643,-88.75016,41.907747,-88.75016,41.907747,-88.750463,,,,
806047271,yes,Single,41.927304,-88.749223,41.927304,-88.749121,41.927382,-88.749121,41.927382,-88.749223,,,,
806047272,yes,Single,41.927618,-88.754883,41.927618,-88.754759,41.927742,-88.754759,41.927742,-88.754883,,,,
806047273,yes,Single,41.924093,-88.745407,41.924093,-88.745215,41.924235,-88.745215,41.924235,-88.745407,,,,
806047274,yes,Single,41.923189,-88.749693,41.923189,-88.749514,41.923333,-88.749514,41.923333,-88.749693,,,,
806047275,yes,Single,41.924657,-88.745386,41.924657,-88.74479,41.925201,-88.74479,41.925201,-88.745386,,,,
806047276,yes,Single,41.926154,-88.749349,41.926154,-88.749221,41.926249,-88.749221,41.926249,-88.749349,,,,
806047277,yes,Single,41.927478,-88.749299,41.927478,-88.749064,41.927604,-88.749064,41.927604,-88.749299,,,,
806047278,yes,Single,41.925921,-88.741525,41.925921,-88.741342,41.926061,-88.741342,41.926061,-88.741525,,,,
806047279,yes,Single,41.925144,-88.752777,41.925144,-88.75257,41.92528,-88.75257,41.92528,-88.752777,,,,
806047280,yes,Single,41.930111,-88.74208,41.930111,-88.741887,41.930354,-88.741887,41.930354,-88.74208,,,,
806047281,yes,Single,41.9270496,-88.7386766,41.9270496,-88.7379773,41.9273032,-88.7379773,41.9273032,-88.7386766,,,,
806047283,yes,Single,41.927105,-88.754839,41.927105,-88.754616,41.927265,-88.754616,41.927265,-88.754839,,,,
806047284,yes,Single,41.92908,-88.737054,41.92908,-88.736835,41.929362,-88.736835,41.929362,-88.737054,,,,
806047285,yes,Single,41.924364,-88.745585,41.924364,-88.745468,41.924452,-88.745468,41.924452,-88.745585,,,,
806047286,yes,Single,41.926205,-88.745249,41.926205,-88.745045,41.926338,-88.745045,41.926338,-88.745249,,,,
806047287,yes,Single,41.926518,-88.743555,41.926518,-88.743387,41.926648,-88.743387,41.926648,-88.743555,,,,
806047288,yes,Single,41.923557,-88.751979,41.923557,-88.751847,41.923669,-88.751847,41.923669,-88.751979,,,,
806047289,yes,Single,41.927755,-88.74152,41.927755,-88.741361,41.927887,-88.741361,41.927887,-88.74152,,,,
806047290,yes,Single,41.924939,-88.754964,41.924939,-88.754847,41.925026,-88.754847,41.925026,-88.754964,,,,
806047291,yes,Single,41.925436,-88.74786,41.925436,-88.747628,41.925578,-88.747628,41.925578,-88.74786,,,,
806047292,yes,Single,41.927461,-88.754648,41.927461,-88.754395,41.927629,-88.754395,41.927629,-88.754648,,,,
806047293,yes,Single,41.906824,-88.74505,41.906824,-88.744792,41.906971,-88.744792,41.906971,-88.74505,,,,
806047294,yes,Single,41.908384,-88.751703,41.908384,-88.751539,41.908529,-88.751539,41.908529,-88.751703,,,,
